"","date","cycle","amount","recipcode","occupation","employer","orgname","contribid"
"40921","01/11/2013",2014,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f0000058916 "
"40922","06/30/2013",2014,1000,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003664708 "
"40923","06/30/2013",2014,500,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","Y0000033985L"
"40924","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h1001113288 "
"40925","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","m0001522598 "
"40926","06/30/2013",2014,666,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"40927","06/15/2013",2014,5000,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001148911 "
"40928","06/30/2013",2014,526,"PB","MANAGING DIRECTOR","GOLDMAN SACHS","","m0001918354 "
"40929","06/30/2013",2014,384,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"40930","06/30/2013",2014,625,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001515720 "
"40931","06/30/2013",2014,625,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h10011130151"
"40932","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","m0001536468 "
"40933","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","U00000043331"
"40934","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h10011114711"
"40935","06/10/2013",2014,250,"PB","CHAIRMAN","FIRST BANK","","n0001161184 "
"40936","06/05/2013",2014,5000,"PB","MANAGING DIRECTOR","GOLDMAN SACHS","","f0000159608 "
"40937","06/30/2013",2014,526,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","n0001116010 "
"40938","06/30/2013",2014,625,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001134856 "
"40939","06/30/2013",2014,555,"PB","EXECUTIVE","GOLDMAN SACHS","","j1001299373 "
"40940","06/30/2013",2014,526,"PB","EXECUTIVE","GOLDMAN SACHS","","k0001283566 "
"40941","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h30017513971"
"40942","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","m0001492918 "
"40943","06/30/2013",2014,526,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"40944","06/30/2013",2014,500,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"40945","06/30/2013",2014,666,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001612649 "
"40946","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h3001672898 "
"40947","06/30/2013",2014,625,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001144949 "
"40948","06/30/2013",2014,500,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003665682 "
"40949","06/09/2014",2014,500,"PI","BANKER","WELLS FARGO","","m0001750353 "
"40950","06/04/2014",2014,500,"RL","BANKER","WELLS FARGO","[24T Contribution]","m0001750353 "
"40951","06/12/2014",2014,500,"RL","BANKER","WELLS FARGO","[24T Contribution]","m0001750353 "
"40952","07/01/2014",2014,2000,"RW","DIRECTOR INVESTMENTS","MERRILL LYNCH","Merrill Lynch","i30034265981"
"40953","07/21/2014",2014,1000,"RW","WEALTH MANAGEMENT","MERRILL LYNCH","Merrill Lynch","n0001396530 "
"40954","02/20/2014",2014,250,"DW","BANKER","WELLS FARGO","Wells Fargo","m0001491421 "
"40955","09/18/2013",2014,200,"DW","BANKER","WELLS FARGO","Wells Fargo","m0001491421 "
"40956","06/20/2014",2014,250,"PI","TREASURY SALES","WELLS FARGO","","n0001601893 "
"40957","04/30/2014",2014,300,"PI","HUMAN RESOURCES","BNY MELLON","Bank of New York Mellon","n0001365066 "
"40958","04/16/2014",2014,35,"PI","BANKER","WELLS FARGO","Wells Fargo","n0001566234 "
"40959","06/16/2014",2014,35,"PI","BANKER","WELLS FARGO","Wells Fargo","n0001566234 "
"40960","05/22/2014",2014,300,"PI","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","n0001363482 "
"40961","06/30/2013",2014,210,"PB","EXECUTIVE","BANK OF AMERICA","","h10014476491"
"40962","06/14/2013",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"40963","06/25/2013",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","g1100876039 "
"40964","06/14/2013",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"40965","06/30/2013",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"40966","06/30/2013",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"40967","01/08/2013",2014,250,"OI","BANKING","MORGAN STANLEY","Morgan Stanley","m0002224821 "
"40968","06/05/2013",2014,250,"OI","BANKING","MORGAN STANLEY","Morgan Stanley","m0002224821 "
"40969","05/02/2013",2014,500,"OI","MARKETING","REGIONS BANK","REGIONS BANK","n0001151013 "
"40970","01/12/2013",2014,250,"OI","RETIRED","BANK OF AMERICA","Bank of America","n0001164120 "
"40971","04/18/2013",2014,500,"OI","TECHNOLOGIST","GOLDMAN SACHS","Goldman Sachs","n0001153229 "
"40972","01/13/2013",2014,5000,"OI","INVESTMENT ADVISOR","MORGAN STANLEY","Morgan Stanley","j10025660531"
"40973","06/21/2013",2014,2500,"OI","EXECUTIVE DIRECTOR","JP MORGAN","JPMorgan Chase & Co","k0001429717 "
"40974","05/10/2013",2014,250,"OI","PROGRAMMER","GOLDMAN SACHS","Goldman Sachs","n0001149384 "
"40975","06/30/2014",2014,500,"OI","PROJECT MANAGER","WELLS FARGO","Wells Fargo","n0001360410 "
"40976","06/02/2014",2014,800,"PB","MANAGING DIRECTOR - US TRUST","BANK OF AMERICA","","n0001382456 "
"40977","06/02/2014",2014,250,"PB","DIRECTOR","BANK OF AMERICA","","n0001611086 "
"40978","06/02/2014",2014,600,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","k0001454553 "
"40979","06/30/2014",2014,210,"PB","NO OFFICER TITLE","BANK OF AMERICA","","n0001184986 "
"40980","06/23/2014",2014,960,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001377870 "
"40981","06/13/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","b06083815681"
"40982","06/02/2014",2014,250,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","k0001547371 "
"40983","06/16/2014",2014,500,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","i3003654912 "
"40984","06/16/2014",2014,5000,"PB","SENIOR CLAIMS REPRESENTATIVE","BANK OF AMERICA","","c0130222348 "
"40985","06/16/2014",2014,250,"PB","DIR-DIRECTOR","BANK OF AMERICA","","n0001369552 "
"40986","06/03/2014",2014,250,"OI","BANKING","MORGAN STANLEY","Morgan Stanley","m0002224821 "
"40987","06/13/2014",2014,210,"PB","NO OFFICER TITLE","BANK OF AMERICA","","n0001184986 "
"40988","06/02/2014",2014,2500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","j10022071631"
"40989","06/02/2014",2014,500,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","k0001347657 "
"40990","06/02/2014",2014,350,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001670084 "
"40991","06/30/2014",2014,3000,"PB","BUSINESS SUPPORT LEAD II","BANK OF AMERICA","","b0608502817 "
"40992","06/02/2014",2014,500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001126913 "
"40993","06/02/2014",2014,2100,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","k0001556257 "
"40994","06/30/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","b06083815681"
"40995","06/04/2014",2014,1000,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","a0001100281 "
"40996","06/09/2014",2014,250,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","n0001359419 "
"40997","06/13/2014",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"40998","06/23/2014",2014,250,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001380837 "
"40999","06/30/2014",2014,4500,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","n0001183749 "
"41000","06/09/2014",2014,250,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","n0001383271 "
"41001","06/02/2014",2014,800,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","k0001576226 "
"41002","06/16/2014",2014,500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","j1002152645 "
"41003","06/02/2014",2014,1000,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001378446 "
"41004","03/18/2014",2014,250,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003480111 "
"41005","06/02/2014",2014,1000,"PB","DEPUTY GENERAL COUNSEL","BANK OF AMERICA","","i3003763467 "
"41006","06/30/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"41007","06/23/2014",2014,1000,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001649241 "
"41008","06/30/2014",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"41009","06/16/2014",2014,5000,"PB","GWIM ASSOCIATES","BANK OF AMERICA","","d10069277901"
"41010","06/13/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"41011","03/30/2014",2014,250,"DP","FINANCIAL ADVISOR","BANK OF AMERICA","Bank of America","i3003685671 "
"41012","06/27/2013",2014,1000,"DW","IT MANAGER","BANK OF AMERICA","Bank of America","h3001923880 "
"41013","03/05/2014",2014,1000,"DP","TECHNOLOGY ANALYST","BANK OF AMERICA","Bank of America","j1002253251 "
"41014","11/04/2014",2014,500,"PI","TECHNOLOGY EXECUTIVE","BANK OF AMERICA","Bank of America","n0001541182 "
"41015","06/15/2013",2014,5000,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001152583 "
"41016","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h30017729671"
"41017","06/30/2013",2014,625,"PB","EXECUTIVE","GOLDMAN SACHS","","j1001930727 "
"41018","06/30/2013",2014,625,"PB","EXECUTIVE","GOLDMAN SACHS","","h3001796275 "
"41019","06/30/2013",2014,625,"PB","EXECUTIVE","GOLDMAN SACHS","","n0001141589 "
"41020","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h1001199308 "
"41021","06/30/2013",2014,500,"PB","EXECUTIVE","GOLDMAN SACHS","","h30013720231"
"41022","06/30/2013",2014,625,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003218303 "
"41023","12/16/2014",2014,35,"PI","BANKER","WELLS FARGO","Wells Fargo Advisors","n0001566234 "
"41024","12/30/2014",2014,85,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001839866 "
"41025","12/31/2014",2014,20,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001839866 "
"41026","07/23/2014",2014,250,"RW","WEALTH ADVISOR","WELLS FARGO","Wells Fargo","m0001756434 "
"41027","01/12/2014",2014,330,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001839866 "
"41028","07/09/2014",2014,20000,"OI","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Advisors","U00000045201"
"41029","02/18/2014",2014,500,"PI","PHONE BANKER","WELLS FARGO","Wells Fargo","n0001298363 "
"41030","04/26/2013",2014,300,"DN","BUSINESS SUPPORT","BANK OF AMERICA","Bank of America","j1001595199 "
"41031","06/24/2013",2014,250,"RW","STOCK BROKER","MORGAN STANLEY","Morgan Stanley","h10014829001"
"41032","11/11/2013",2014,1000,"DW","INVESTMENT MANAGEMENT","GOLDMAN SACHS","Goldman Sachs","k0001255484 "
"41033","04/17/2013",2014,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f1000264055 "
"41034","06/17/2013",2014,2500,"RW","INVESTOR","MERRILL LYNCH","Merrill Lynch","i30042099801"
"41035","06/28/2013",2014,5000,"PI","MANAGING DIRECTOR","BANK OF AMERICA","Bank of America","g1100572609 "
"41036","06/27/2013",2014,2500,"PI","ATTORNEY","BANK OF AMERICA","Bank of America","c0130469240 "
"41037","03/11/2014",2014,1200,"RL","CPA","WELLS FARGO","Wells Fargo","a0001629692 "
"41038","07/31/2014",2014,280,"PB","BUSINESS UNIT/DIVISION GENERAL COUNSEL","BB&T","","m0001930106 "
"41039","03/06/2014",2014,500,"RL","EXECUTIVE","WELLS FARGO","Wells Fargo","m0001658475 "
"41040","05/16/2014",2014,35,"PI","BANKER","WELLS FARGO","Wells Fargo","n0001566234 "
"41041","06/16/2013",2014,500,"DL","BRANCH MANAGER","MERRILL LYNCH","Merrill Lynch","g1100759919 "
"41042","05/28/2013",2014,250,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","n0001154928 "
"41043","05/27/2013",2014,500,"RN","EVP RISK","CITI","Citigroup Inc","n0001155683 "
"41044","06/14/2013",2014,210,"PB","EXECUTIVE","BANK OF AMERICA","","h10014476491"
"41045","06/12/2013",2014,5000,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","h3001857570 "
"41046","05/01/2014",2014,1000,"DP","BANKER","MERRILL LYNCH","Merrill Lynch","n0001321591 "
"41047","04/16/2014",2014,3000,"DP","BANKER","MERRILL LYNCH","Merrill Lynch","n0001614961 "
"41048","07/15/2014",2014,210,"PB","PRESIDENT- UST","BANK OF AMERICA","","n0001184986 "
"41049","07/22/2014",2014,2500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","f0000139790 "
"41050","07/10/2014",2014,500,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","m0001642766 "
"41051","07/31/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","b06083815681"
"41052","07/15/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"41053","07/15/2014",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"41054","07/31/2014",2014,208,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001729154 "
"41055","07/22/2014",2014,1000,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","m0001650258 "
"41056","07/22/2014",2014,500,"PB","SENIOR VICE PRESIDENT-WEALTH MANAGEMEN","BANK OF AMERICA","","n0001414341 "
"41057","07/31/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","e1110653977 "
"41058","07/22/2014",2014,2500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001391029 "
"41059","07/25/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","g1100876039 "
"41060","04/24/2013",2014,500,"RW","CLIENT ASSOCIATE","MERRILL LYNCH","Merrill Lynch","m0001505330 "
"41061","05/31/2013",2014,500,"RW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","h1011158237 "
"41062","06/21/2013",2014,500,"RL","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","m0001536589 "
"41063","06/12/2013",2014,1000,"RL","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","n0001153895 "
"41064","06/18/2013",2014,1000,"DL","VICE PRESIDENT, PRIVATE WEALTH MANAGEM","GOLDMAN SACHS","Goldman Sachs","k0001255484 "
"41065","06/24/2013",2014,250,"DL","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","m0001169634 "
"41066","03/28/2013",2014,300,"PB","BANKER","FIRST BANK","","j10024850861"
"41067","03/28/2013",2014,300,"PB","BANKER","FIRST BANK","","m0001285275 "
"41068","03/28/2013",2014,500,"PB","BANK DIRECTOR/CHAIRMAN","FIRST BANK","","U00000043631"
"41069","06/25/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","g1100876039 "
"41070","06/25/2014",2014,2000,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","n0001360934 "
"41071","06/02/2014",2014,210,"PB","ASSISTANT GC & DIRECTOR","BANK OF AMERICA","","n0001378614 "
"41072","10/28/2013",2014,250,"RI","ADVISOR","WELLS FARGO","Wells Fargo","k0001415391 "
"41073","04/29/2013",2014,2500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","k0001589952 "
"41074","07/02/2014",2014,201,"PI","WEALTH MANAGEMENT","MORGAN STANLEY","Morgan Stanley","n0001497761 "
"41075","10/08/2014",2014,5000,"PI","BANKER","REGIONS BANK","Regions Financial","d1004653320 "
"41076","06/13/2013",2014,250,"PB","EXECUTIVE VICE PRESIDENT","REGIONS BANK","","n0001152996 "
"41077","06/13/2013",2014,1000,"PB","MANAGER","REGIONS BANK","","n0001153302 "
"41078","06/24/2013",2014,500,"PB","EXECUTIVE","REGIONS BANK","","m0001396946 "
"41079","12/08/2014",2014,20,"PI","WEALTH MANAGEMENT ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001900103 "
"41080","06/20/2013",2014,500,"DW","RECRUITING CONSULTANT","WELLS FARGO","Wells Fargo","n0001156036 "
"41081","01/14/2013",2014,300,"DP","ATTY","WELLS FARGO","Wells Fargo","h3001904050 "
"41082","01/24/2013",2014,500,"DP","RETIRED","PNC BANK","PNC Bank Corp","h1001192955 "
"41083","01/23/2013",2014,250,"DP","MARKET RESEARCH","BANK OF AMERICA","Bank of America","h3001636269 "
"41084","01/19/2013",2014,250,"DP","VP HR","PNC BANK","PNC Bank Corp","j1002513839@"
"41085","01/21/2013",2014,250,"DP","BANKING EXECUTIVE","BANK OF AMERICA","Bank of America","m0001615498 "
"41086","04/13/2013",2014,2500,"DW","INVESTMENTS","MORGAN STANLEY","Morgan Stanley","n0001161976 "
"41087","04/23/2014",2014,250,"DP","PRIVATE BANKER","MERRILL LYNCH","Merrill Lynch","n0001317565 "
"41088","07/31/2014",2014,210,"PB","PRESIDENT- UST","BANK OF AMERICA","","n0001184986 "
"41089","07/15/2014",2014,200,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","b06083815681"
"41090","07/22/2014",2014,250,"PB","SENIOR VICE PRESIDENT","BANK OF AMERICA","","n0001408911 "
"41091","04/08/2013",2014,250,"DL","VP, RELATIONSHIP MANAGER FOR PENSIONS","JP MORGAN","Pnc Capital Advisors","i3003218808 "
"41092","06/30/2014",2014,250,"RW","BANKER","WELLS FARGO","Wells Fargo","m0001856540 "
"41093","06/24/2014",2014,2600,"RW","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","h30011997701"
"41094","06/03/2013",2014,250,"RW","IT SYSTEMS ANALYST","BB&T","BB&T Corp","n0001160425 "
"41095","06/17/2014",2014,1000,"RW","BANKER","BANK OF AMERICA","Bank of America","f00000724791"
"41096","06/03/2013",2014,1000,"RW","IT SYSTEMS ANALYST","BB&T","BB&T Corp","n0001162977A"
"41097","06/18/2013",2014,250,"DL","INVESTMENT ADVISOR","MORGAN STANLEY","Morgan Stanley","h10012973721"
"41098","06/17/2013",2014,1000,"RW","INVESTMENT BANKER","WELLS FARGO","Wells Fargo","n0001161441 "
"41099","06/19/2013",2014,500,"RW","BANKER","MORGAN STANLEY","Morgan Stanley","m0080224269 "
"41100","04/29/2013",2014,250,"DW","ATTORNEY","JP MORGAN","JPMorgan Chase & Co","a0000907790 "
"41101","06/29/2013",2014,250,"DW","FINANCIAL SERVICES","GOLDMAN SACHS","Goldman Sachs","h1001322649 "
"41102","04/29/2013",2014,1000,"DW","LAWYER","BNY MELLON","Bank of New York Mellon","Y0000041095L"
"41103","06/19/2013",2014,1000,"DW","CEO","M&T BANK","M&T Bank","d1007437610 "
"41104","06/28/2013",2014,350,"PB","DIRECTOR","FIRST BANK","","c0180495532 "
"41105","01/24/2014",2014,350,"RP","INVESTOR","MORGAN STANLEY","Morgan Stanley","a0001187970 "
"41106","01/29/2014",2014,1000,"RP","FINANCIAL PLANNING","MERRILL LYNCH","Merrill Lynch","h3001573194 "
"41107","05/03/2013",2014,1500,"RW","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","g1101124766 "
"41108","05/03/2013",2014,1000,"RW","ADVISOR","MORGAN STANLEY","Morgan Stanley","i30036226081"
"41109","06/07/2013",2014,1000,"RW","FIANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","n0001161962 "
"41110","01/28/2013",2014,300,"DP","MANAGER","BANK OF AMERICA","Bank of America","n0001155140 "
"41111","06/12/2013",2014,500,"PB","BANKER","FIRST BANK","","j1001289061 "
"41112","06/12/2013",2014,250,"PB","DIRECTOR","FIRST BANK","","h10013212491"
"41113","04/30/2013",2014,250,"PB","DIRECTOR","FIRST BANK","","d1007500270 "
"41114","06/11/2013",2014,250,"PB","DIRECTOR","FIRST BANK","","Y0000002277S"
"41115","06/12/2013",2014,200,"PB","BANKER","FIRST BANK","","n0001150645 "
"41116","06/12/2013",2014,250,"PB","DIRECTOR","FIRST BANK","","n0001163557 "
"41117","04/30/2013",2014,500,"PB","DIRECTOR","FIRST BANK","","m0001605068 "
"41118","07/11/2014",2014,250,"PB","SALES","STATE STREET","","n0001425085 "
"41119","06/30/2014",2014,1500,"RW","MANAGING DIRECTOR","JP MORGAN","JPMorgan Chase & Co","f0000122179 "
"41120","07/25/2013",2014,350,"RP","INVESTOR","MORGAN STANLEY","Morgan Stanley","a0001187970 "
"41121","05/24/2013",2014,1000,"RW","CHAIRMAN","PNC BANK","PNC Financial Services","a00009378381"
"41122","06/06/2014",2014,400,"RL","INVESTMENT ADVISOR","MORGAN STANLEY","Morgan Stanley","k0001602166 "
"41123","03/30/2014",2014,2500,"RW","CHIEF EXECUTIVE OFFICER","BNY MELLON","Bank of New York Mellon","h1001469619 "
"41124","02/26/2014",2014,2000,"DP","EXECUTIVE","WELLS FARGO","Wells Fargo","h1001275713 "
"41125","05/21/2014",2014,2600,"RW","BANKER","GOLDMAN SACHS","Goldman Sachs","h1001381787 "
"41126","02/27/2014",2014,500,"DP","BANKER","BNY MELLON","Bank of New York Mellon","j1001800559 "
"41127","06/30/2014",2014,1500,"RW","FINANCE","GOLDMAN SACHS","Goldman Sachs","m0001328623 "
"41128","06/07/2013",2014,500,"RW","SENIOR VP","WELLS FARGO","Wells Fargo","d1005212310 "
"41129","06/28/2013",2014,1000,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j10025168541"
"41130","06/10/2013",2014,2600,"DW","WEALTH MANAGEMENT ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001297692 "
"41131","05/03/2013",2014,1000,"RL","INVESTMENT DIRECTOR","GOLDMAN SACHS","Goldman Sachs","m0001156763 "
"41132","06/10/2013",2014,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","k00012232411"
"41133","05/14/2013",2014,250,"RL","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i3003918294@"
"41134","04/23/2013",2014,500,"RL","DIRECTOR","REGIONS BANK","Regions Financial","n0001609728 "
"41135","05/03/2013",2014,2500,"RW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","h30011997701"
"41136","06/19/2013",2014,2600,"DL","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","U0000004345 "
"41137","03/19/2013",2014,1000,"PI","SENIOR VICE-PRESIDENT","MERRILL LYNCH","","d10076988351"
"41138","05/06/2013",2014,200,"PI","STOCKBROKER","WELLS FARGO","","h3001744470 "
"41139","05/29/2013",2014,500,"PI","STOCKBROKER","WELLS FARGO","","h3001744470 "
"41140","07/16/2014",2014,500,"RL","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo","n0001323569 "
"41141","07/29/2014",2014,500,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i0001276615 "
"41142","07/14/2014",2014,210,"RP","MANAGER","BANK OF AMERICA","Bank of America","m0001812352 "
"41143","09/05/2013",2014,1000,"RW","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","f1100224155 "
"41144","07/18/2014",2014,200,"RP","REGISTERED BROKERAGE ASSISTANT","MERRILL LYNCH","Merrill Lynch","n0001424154 "
"41145","07/17/2014",2014,250,"RP","STOCK BROKER","MORGAN STANLEY","Morgan Stanley","k0001405591 "
"41146","07/29/2014",2014,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f0000163782 "
"41147","07/30/2014",2014,5000,"RP","INVESTMENTS","MORGAN STANLEY","Morgan Stanley","U0000004512 "
"41148","07/30/2014",2014,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f0000163782 "
"41149","07/31/2014",2014,250,"RP","SALES","WELLS FARGO","Wells Fargo","m0001678573 "
"41150","05/28/2013",2014,1000,"RW","MANAGING DIRECTOR","BNY MELLON","Bank of New York Mellon","Y0000025737L"
"41151","05/07/2013",2014,1000,"RW","FINANCE","MERRILL LYNCH","Merrill Lynch","h1001185414 "
"41152","05/17/2013",2014,1000,"DL","SALES","WELLS FARGO","Wells Fargo","m0001810197 "
"41153","06/04/2013",2014,250,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","n0001144636 "
"41154","05/29/2013",2014,500,"RW","SENIOR VICE PRESIDENT","MORGAN STANLEY","Morgan Stanley","m0001260436 "
"41155","04/10/2013",2014,2500,"RW","FINANCIAL EXECUTIVE","BNY MELLON","Bank of New York Mellon","h10011803401"
"41156","04/18/2013",2014,2500,"RW","FINANCE EXECUTIVE","BNY MELLON","Bank of New York Mellon","n0001170011 "
"41157","06/12/2013",2014,2600,"RL","STOCKBROKER","MORGAN STANLEY","Morgan Stanley","a0000283181 "
"41158","07/21/2014",2014,400,"RP","BANKER","FIRST BANK","First Bank","h1001178089 "
"41159","04/11/2013",2014,2000,"RL","FINANCE","MERRILL LYNCH","Merrill Lynch","h3001533980 "
